Date,Area Name,Road/Intersection Name,Traffic Volume,Average Speed,Travel Time Index,Congestion Level,Road Capacity Utilization,Incident Reports,Environmental Impact,Public Transport Usage,Traffic Signal Compliance,Parking Usage,Pedestrian and Cyclist Count,Roadwork and Construction Activity,Roadwork_encoded,month,day_of_week,month_sin,month_cos,day_sin,day_cos,is_weekend,Log_Traffic_Volume,is_saturated,weather_Clear,weather_Fog,weather_Overcast,weather_Rain,weather_Windy,Area ID,Road_ID,weather_incident_impact,Volume_Lag_7,Congestion_Lag_7
2022-03-07,Electronic City,Hosur Road,24325,1.6196491512278737,-1.7178448685354997,73.51579114693521,0.4806770174489679,-0.4016919014281884,98.65,1.611395502147593,0.2631045134163137,1.3423214064478672,-0.2861505405180392,No,0,3,0,1.0,6.123233995736766e-17,0.0,1.0,0,10.099301016178382,0,False,False,True,False,False,0,5,0.3187607136176484,9.7706416392027,59.21773120380877
2022-03-10,Electronic City,Hosur Road,11400,1.4651268684424474,-2.2612326478664304,33.47743639410742,-2.053556699998257,-0.4016919014281884,72.8,-1.3534076872952412,1.4617524775458697,0.860724288083178,2.430464666830832,No,0,3,3,1.0,6.123233995736766e-17,0.4338837391175582,-0.900968867902419,0,9.34145634983372,0,True,False,False,False,False,0,5,-0.5249732131854635,9.705889908189658,53.07898994350917
2022-03-11,Electronic City,Hosur Road,12625,1.054508185828284,-0.7242887328799955,45.35866805576734,-1.79480571975408,-1.105933382919711,75.25,0.9810429002977082,0.6213798649083577,-0.1051715582044618,2.89228925208014,No,0,3,4,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0,9.44351345892757,0,True,False,False,False,False,0,5,-0.5249732131854635,9.857862374509851,58.64864899611615
2022-03-13,Electronic City,Hosur Road,26860,-0.7827791703817907,0.752807149017749,79.61587642682541,0.4806770174489679,-0.4016919014281884,103.72,0.6533391295030977,0.2306843546205093,-1.4769876928486056,-0.6936428216203698,No,0,3,6,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,10.198430699466112,0,True,False,False,False,False,0,5,-0.5249732131854635,10.156073394450296,77.68574769443936
2022-03-14,Electronic City,Hosur Road,14352,-0.7250180053779625,-0.4401170463953283,52.830532176158194,-1.2163775358267417,-0.4016919014281884,78.70400000000001,-1.3071995004418089,0.2268084938356732,1.55875597041933,2.6749600354922305,No,0,3,0,1.0,6.123233995736766e-17,0.0,1.0,0,9.57171425857138,0,False,False,False,True,False,0,5,0.3187607136176484,9.446676517076376,35.154598044222254
2022-03-17,Electronic City,Hosur Road,23764,0.5625400890213553,-1.9772132033811485,81.10281043158571,0.4806770174489679,-1.105933382919711,97.528,0.1399618301503278,-0.3829680724925137,-1.3951243794015564,-0.1774859322240843,No,0,3,3,1.0,6.123233995736766e-17,0.4338837391175582,-0.900968867902419,0,10.07596918904811,0,True,False,False,False,False,0,5,-0.5249732131854635,10.115934094302002,86.50396733281596
2022-03-18,Electronic City,Hosur Road,5292,1.0280034958718238,-1.3719400588455848,8.205698565819596,-4.173007624767928,-1.105933382919711,60.584,-1.5478513196960069,0.5452210281936122,1.158669613077533,2.1859692981694336,No,0,3,4,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0,8.574140471857987,0,True,False,False,False,False,0,5,-0.5249732131854635,9.767266832624836,65.65540925465754
2022-03-19,Electronic City,Hosur Road,15318,-0.5125493195757501,-0.9944335834012182,45.37851201877916,-0.6992047584011871,-1.105933382919711,80.636,-0.1969525630560096,1.210826572531597,0.3911971056997372,-0.5578120612529263,No,0,3,5,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,1,9.636849167012697,0,False,True,False,False,False,0,5,-0.5249732131854635,10.099301016178382,73.51579114693521
2022-03-23,Electronic City,Hosur Road,20339,0.4624257491713423,-1.6491262641717983,63.19333573248855,0.4806770174489679,-1.105933382919711,90.678,-1.2888282122285863,1.2384243992203798,0.1914295417605822,-0.0688213239301294,No,0,3,2,1.0,6.123233995736766e-17,0.9749279121818236,-0.2225209339563143,0,9.920344669602551,0,True,False,False,False,False,0,5,-0.5249732131854635,9.34145634983372,33.47743639410742
2022-03-26,Electronic City,Hosur Road,15708,1.4251008077170682,-1.2821408323951426,52.83948405371427,-1.033653350492939,-1.105933382919711,81.416,-1.2069998638425423,0.4423121335894135,-1.4904086330151585,-0.6664766695468811,No,0,3,5,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,1,9.66198907549994,0,True,False,False,False,False,0,5,-0.5249732131854635,9.44351345892757,45.35866805576734
2022-03-31,Electronic City,Hosur Road,15336,0.8041834422862754,-0.8078911780441093,48.96255709973576,-1.1558012995023386,-0.4016919014281884,80.672,0.8134241698752444,0.0491102479655668,0.817394871059267,-0.3676489967385053,No,0,3,3,1.0,6.123233995736766e-17,0.4338837391175582,-0.900968867902419,0,9.63802348865078,0,True,False,False,False,False,0,5,-0.5249732131854635,10.198430699466112,79.61587642682541
2022-04-04,Electronic City,Hosur Road,19524,-0.6817873618107971,-0.5232217403725701,69.52608658659076,0.4806770174489679,-0.4016919014281884,89.048,-0.5472246925016041,0.6504165524131142,-0.0157046947937535,-0.6664766695468811,No,0,4,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,0,9.879450974707886,0,True,False,False,False,False,0,5,-0.5249732131854635,9.57171425857138,52.830532176158194
2022-04-07,Electronic City,Hosur Road,19506,-0.996636547482623,0.0624321285351029,72.53113308699213,0.4806770174489679,-0.4016919014281884,89.012,-1.4716995834518976,0.9658274686972714,-1.503602014904558,-0.3404828446650166,No,0,4,3,0.8660254037844387,-0.4999999999999998,0.4338837391175582,-0.900968867902419,0,9.878528654494932,0,True,False,False,False,False,0,5,-0.5249732131854635,10.07596918904811,81.10281043158571
2022-04-08,Electronic City,Hosur Road,22446,0.7266266994973131,-2.222818967357892,79.2057560030456,0.4806770174489679,1.006791061554857,94.892,0.9732573380839455,1.578182205796326,0.2676159204563594,-0.2589843884445504,No,0,4,4,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0,10.018912253951546,0,True,False,False,False,False,0,5,-0.5249732131854635,8.574140471857987,8.205698565819596
2022-04-11,Electronic City,Hosur Road,6166,1.882884650693716,-0.8728900653839249,11.605070537620875,-3.838167418099653,-0.4016919014281884,62.332,1.4401797603307611,0.0057436782191794,0.1470036348947726,2.7564584917126966,No,0,4,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,0,8.726967774991493,0,True,False,False,False,False,0,5,-0.5249732131854635,9.636849167012697,45.37851201877916
2022-04-18,Electronic City,Hosur Road,11895,1.0603037095342571,-1.767798614245102,43.789939272608365,-2.0931822173498085,-1.105933382919711,73.78999999999999,1.3094645772360047,-1.161141391978202,-1.522421884915328,2.05013853780199,No,0,4,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,0,9.383957488139991,0,True,False,False,False,False,0,5,-0.5249732131854635,9.920344669602551,63.19333573248855
2022-04-19,Electronic City,Hosur Road,5435,0.6895070372723666,-0.4961684984788481,18.89846956711162,-4.0927931011534815,-1.105933382919711,60.87,-1.1024123922312157,-0.2072410776643961,1.0287211411343251,2.2674677543899,No,0,4,1,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,0,8.600798775271034,0,False,True,False,False,False,0,5,-0.5249732131854635,9.66198907549994,52.83948405371427
2022-04-22,Electronic City,Hosur Road,20728,0.6498452585566764,-0.8262909795343174,72.82495189375909,0.4806770174489679,0.3025495800633343,91.456,-0.4374803939426394,-1.2626317489768797,1.518659530648246,-0.1774859322240843,No,0,4,4,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0,9.93928896499951,0,False,True,False,False,False,0,5,1.16249464042076,9.63802348865078,48.96255709973576
2022-04-24,Electronic City,Hosur Road,15811,0.1371461019188118,-0.4042487556986908,47.05167001843847,-0.9490454192520238,-1.105933382919711,81.622,0.2962797595200347,0.5556108149168913,-1.6847917963532362,-0.6121443653999037,No,0,4,6,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,1,9.668524424416576,0,True,False,False,False,False,0,5,-0.5249732131854635,9.879450974707886,69.52608658659076
2022-04-27,Electronic City,Hosur Road,9882,-1.518606461233997,-0.0423847566816005,34.14008728154518,-2.844465719065252,-1.105933382919711,69.764,-0.2935727763560418,1.611603810219883,0.3334301560958723,2.484796970977809,No,0,4,2,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.2225209339563143,0,9.198571388376184,0,False,True,False,False,False,0,5,-0.5249732131854635,9.878528654494932,72.53113308699213
2022-04-30,Electronic City,Hosur Road,20626,0.2286998714240226,-0.0288992418436438,59.2419595194871,0.4806770174489679,-0.4016919014281884,91.252,-0.3869743448968643,0.0682370428456779,-0.6193778820795343,-0.2861505405180392,No,0,4,5,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,1,9.934356176198596,0,False,False,False,True,False,0,5,0.3187607136176484,10.018912253951546,79.2057560030456
2022-05-04,Electronic City,Hosur Road,16367,0.7127720934780665,-1.4650452251745636,44.91256446692317,-0.4643027615901287,-0.4016919014281884,82.73400000000001,1.6056044570726211,-1.6440601812251077,0.301378283209158,-0.1503197801505956,No,0,5,2,0.4999999999999999,-0.8660254037844387,0.9749279121818236,-0.2225209339563143,0,9.703083488191409,0,True,False,False,False,False,0,5,-0.5249732131854635,8.726967774991493,11.605070537620875
2022-05-06,Electronic City,Hosur Road,14638,1.1232882947798766,-1.0586089803619594,56.43564707721645,-1.4133534736861275,-0.4016919014281884,79.276,1.3267493519965694,-0.338017526335803,1.1439188964664575,2.511963123051298,No,0,5,4,0.4999999999999999,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,0,9.591444479171413,0,False,False,True,False,False,0,5,0.3187607136176484,9.383957488139991,43.789939272608365
2022-05-07,Electronic City,Hosur Road,15931,0.6430545055990252,-1.9449282293291907,56.37631312341411,-0.7331763625838763,-1.105933382919711,81.862,0.1177841365426921,1.4292939481582592,-1.6917839420880216,-0.2861505405180392,No,0,5,5,0.4999999999999999,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,1,9.676084944301534,0,True,False,False,False,False,0,5,-0.5249732131854635,8.600798775271034,18.89846956711162
2022-05-10,Electronic City,Hosur Road,19384,0.9470569054699056,-0.910539659427156,57.278463449993566,0.0039989345798616,-0.4016919014281884,88.768,0.2856443774047302,-1.0886158292484431,0.3481185055320082,-0.965304342355257,No,0,5,1,0.4999999999999999,-0.8660254037844387,0.7818314824680298,0.6234898018587336,0,9.87225485010503,0,True,False,False,False,False,0,5,-0.5249732131854635,9.93928896499951,72.82495189375909
2022-05-19,Electronic City,Hosur Road,21032,-0.2224825602702139,-1.6901837962880877,73.78624020307487,0.4806770174489679,-1.105933382919711,92.064,0.4576756706214682,-1.3310604250922593,0.5419668366569693,-0.6121443653999037,No,0,5,3,0.4999999999999999,-0.8660254037844387,0.4338837391175582,-0.900968867902419,0,9.953847911875078,0,True,False,False,False,False,0,5,-0.5249732131854635,9.668524424416576,47.05167001843847
2022-05-21,Electronic City,Hosur Road,10947,-0.7863873233796138,-1.7273873358327536,33.54197357089506,-2.1111999360581075,-0.4016919014281884,71.894,0.4728752445043465,-0.0748557835174357,1.4972100020011112,2.077304689875479,No,0,5,5,0.4999999999999999,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,1,9.30091207016057,0,False,True,False,False,False,0,5,0.3187607136176484,9.198571388376184,34.14008728154518
2022-05-29,Electronic City,Hosur Road,30788,-0.8342650554157538,0.752807149017749,100.0,0.4806770174489679,0.3025495800633343,111.576,-0.8461655064142656,-0.473520477830294,1.2366022403146355,0.1485078926577802,No,0,5,6,0.4999999999999999,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,1,10.334912762313824,1,False,False,True,False,False,0,5,1.16249464042076,9.934356176198596,59.2419595194871
2022-05-30,Electronic City,Hosur Road,17924,0.3866369272784445,-0.0293658850546101,57.43503080126204,-0.3906622272773807,-1.105933382919711,85.848,-0.0111802574894069,-1.0828546707287443,-0.1268348850372434,-1.0196366465022344,No,0,5,0,0.4999999999999999,-0.8660254037844387,0.0,1.0,0,9.79395166546782,0,True,False,False,False,False,0,5,-0.5249732131854635,9.703083488191409,44.91256446692317
2022-06-01,Electronic City,Hosur Road,21458,-0.3812975772317883,-1.0838837601818545,69.14108429137617,0.4806770174489679,-0.4016919014281884,92.916,0.7629572168481636,-1.4182947255547251,0.4327297484101258,-0.4219813008854827,No,0,6,2,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.2225209339563143,0,9.973899416776494,0,True,False,False,False,False,0,5,-0.5249732131854635,9.591444479171413,56.43564707721645
2022-06-03,Electronic City,Hosur Road,17304,0.3201532215967557,-0.7640548817198215,53.89740234434946,-0.3678845093420081,-1.105933382919711,84.608,0.5095622184146438,-0.0988792325609524,1.5974734267332171,-0.5034797571059488,No,0,6,4,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0,9.758750756069444,0,True,False,False,False,False,0,5,-0.5249732131854635,9.676084944301534,56.37631312341411
2022-06-04,Electronic City,Hosur Road,22687,0.1897998492158551,-1.595237369102888,69.97395680922068,0.4806770174489679,-1.105933382919711,95.374,0.3392279216639322,-0.0940253789132198,-0.5767996596276591,-0.5034797571059488,No,0,6,5,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,1,10.029591429331854,0,False,False,False,False,True,0,5,-0.5249732131854635,9.87225485010503,57.278463449993566
2022-06-06,Electronic City,Hosur Road,26845,-0.3287918985537089,0.752807149017749,83.00505250166856,0.4806770174489679,-1.105933382919711,103.69,1.3231387373723562,0.6056558541295703,-0.4610346068063175,-0.6664766695468811,No,0,6,0,1.2246467991473532e-16,-1.0,0.0,1.0,0,10.197872113047582,0,False,False,False,True,False,0,5,-0.5249732131854635,9.953847911875078,73.78624020307487
2022-06-07,Electronic City,Hosur Road,15540,1.0813777209162954,-0.410087032078926,48.75130245191836,-0.8457060046021339,-0.4016919014281884,81.08,0.7804095166095752,0.5626415405103251,-1.5086178505536585,-0.4219813008854827,No,0,6,1,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,0,9.651236971915612,0,True,False,False,False,False,0,5,-0.5249732131854635,9.30091207016057,33.54197357089506
2022-06-10,Electronic City,Hosur Road,28383,-1.5397242715646322,0.752807149017749,100.0,0.4806770174489679,0.3025495800633343,106.766,1.2456290883423344,-0.2662282103922653,-0.5692285616032832,-0.3133166925915279,No,0,6,4,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0,10.253580885109306,1,True,False,False,False,False,0,5,-0.5249732131854635,10.334912762313824,100.0
2022-06-11,Electronic City,Hosur Road,13630,0.6752641894427979,-0.0783587242712988,38.463034425574826,-1.5096401091012823,-1.105933382919711,77.26,-0.1107331605098108,0.878175199815583,0.995450688278189,2.321800058536877,No,0,6,5,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,1,9.520101889570842,0,True,False,False,False,False,0,5,-0.5249732131854635,9.79395166546782,57.43503080126204
2022-06-12,Electronic City,Hosur Road,17914,-0.5547266183890304,-1.252343544151389,62.8793509014214,0.1035434053911003,-0.4016919014281884,85.828,-0.8293745773186623,1.0803508001285012,0.0526346706600728,-0.4219813008854827,No,0,6,6,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,1,9.793393629739054,0,False,False,False,True,False,0,5,0.3187607136176484,9.973899416776494,69.14108429137617
2022-06-13,Electronic City,Hosur Road,20674,-1.12518411840261,-1.4543438225464065,66.77236605051118,0.4806770174489679,1.006791061554857,91.348,0.5022768728957389,0.2017102519646553,0.9802353620130848,-0.3676489967385053,No,0,6,0,1.2246467991473532e-16,-1.0,0.0,1.0,0,9.936680519891892,0,False,False,True,False,False,0,5,2.006228567223872,9.758750756069444,53.89740234434946
2022-06-14,Electronic City,Hosur Road,12497,0.675942945800745,-0.8146734438091626,32.70280373686038,-1.8439871920715,-1.105933382919711,74.994,0.8566693384275882,-1.5028908068988491,-1.1013600804279993,2.240301602316411,No,0,6,1,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,0,9.433323910489028,0,True,False,False,False,False,0,5,-0.5249732131854635,10.029591429331854,69.97395680922068
2022-06-20,Electronic City,Hosur Road,16821,0.5866440376635624,0.0582873521430675,52.22882519091707,-0.50803617120315,-1.105933382919711,83.642,0.7869837563093124,-0.0451500385615783,-1.2865208601378484,-0.8023074299143247,No,0,6,0,1.2246467991473532e-16,-1.0,0.0,1.0,0,9.730442832522382,0,True,False,False,False,False,0,5,-0.5249732131854635,10.197872113047582,83.00505250166856
2022-06-23,Electronic City,Hosur Road,22102,-0.1439217892040021,-1.2374722031684406,80.47609662113231,0.4806770174489679,-0.4016919014281884,94.204,0.3075699472530989,0.1779230401323285,0.3708371206186912,-0.1503197801505956,No,0,6,3,1.2246467991473532e-16,-1.0,0.4338837391175582,-0.900968867902419,0,10.003468624899442,0,False,False,True,False,False,0,5,0.3187607136176484,9.651236971915612,48.75130245191836
2022-06-30,Electronic City,Hosur Road,17583,0.193199164386897,-0.7701448051016478,65.43113872061508,-0.1092079287151197,-1.105933382919711,85.166,1.4132962078563929,-0.6769176865102122,0.8705623181036211,-0.4219813008854827,No,0,6,3,1.2246467991473532e-16,-1.0,0.4338837391175582,-0.900968867902419,0,9.774744676643405,0,False,True,False,False,False,0,5,-0.5249732131854635,10.253580885109306,100.0
2022-07-05,Electronic City,Hosur Road,18037,0.8389572061312464,-1.241786299672238,57.48820423623565,0.0606230829984794,-1.105933382919711,86.074,1.5883981677222463,-0.279128782101741,-0.6572858236601605,-0.2861505405180392,No,0,7,1,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,0,9.800235922725651,0,False,True,False,False,False,0,5,-0.5249732131854635,9.520101889570842,38.463034425574826
2022-07-07,Electronic City,Hosur Road,21311,-0.6419142973702678,-1.920240533341011,64.93970603816506,0.4806770174489679,-1.105933382919711,92.622,-0.1808355261183339,-1.1984599240093876,0.6066450469067546,-0.204652084297573,No,0,7,3,-0.4999999999999997,-0.8660254037844388,0.4338837391175582,-0.900968867902419,0,9.967025573340116,0,False,True,False,False,False,0,5,-0.5249732131854635,9.793393629739054,62.8793509014214
2022-07-08,Electronic City,Hosur Road,23148,0.5878898963697637,-1.364066609858288,77.31514431718034,0.4806770174489679,1.006791061554857,96.296,-1.4002294491487923,-1.0959203141364684,-0.0538018609645103,-0.394815148811994,No,0,7,4,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0,10.049706862037104,0,False,True,False,False,False,0,5,2.006228567223872,9.936680519891892,66.77236605051118
2022-07-12,Electronic City,Hosur Road,20102,-0.2266158364934361,-0.0302788921979719,58.8340528836554,0.4595845554702975,-0.4016919014281884,90.204,1.4982977841499017,0.0981875638052109,-1.3992309922213886,-0.4491474529589714,No,0,7,1,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,0,9.90862433664128,0,True,False,False,False,False,0,5,-0.5249732131854635,9.433323910489028,32.70280373686038
2022-07-14,Electronic City,Hosur Road,22437,1.2108491533979036,-2.245208659495104,81.14682577648934,0.4806770174489679,-0.4016919014281884,94.874,0.4755745554573927,-0.0102179180437412,-1.3464805718163688,-0.8294735819878134,No,0,7,3,-0.4999999999999997,-0.8660254037844388,0.4338837391175582,-0.900968867902419,0,10.01851122910491,0,True,False,False,False,False,0,5,-0.5249732131854635,9.730442832522382,52.22882519091707
2022-07-15,Electronic City,Hosur Road,5889,-0.8867913559448762,-0.4761303906926088,14.002649616657074,-4.007507220196048,0.3025495800633343,61.778,0.6575517419485765,0.2155022200589771,0.9689933171607816,2.240301602316411,No,0,7,4,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0,8.681011276645632,0,False,False,False,False,True,0,5,1.16249464042076,10.003468624899442,80.47609662113231
2022-07-29,Electronic City,Hosur Road,11166,0.4221389118634315,-0.0379119852990739,33.869650748518815,-2.1605846922817435,-1.105933382919711,72.332,0.0908648804813837,-0.0731009344107614,-0.5762126110069234,2.9466215562271176,No,0,7,4,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0,9.320718279445792,0,True,False,False,False,False,0,5,-0.5249732131854635,9.774744676643405,65.43113872061508
2022-08-07,Electronic City,Hosur Road,14045,0.0743866647796383,-1.3565652823647325,56.48661688405573,-1.1802734596831508,-1.105933382919711,78.09,0.3606712532045943,-0.8704836230593743,0.3738463929230047,2.89228925208014,No,0,8,6,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1,9.550092936718968,0,False,True,False,False,False,0,5,-0.5249732131854635,9.800235922725651,57.48820423623565
2022-08-10,Electronic City,Hosur Road,14200,0.5335060554342234,0.0710681748290894,50.0827520338116,-1.358207054979725,-0.4016919014281884,78.4,0.4303631998426013,-0.8804614526104895,-0.819383681473515,1.6426462566996596,No,0,8,2,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563143,0,9.561067663645012,0,False,False,False,True,False,0,5,0.3187607136176484,9.967025573340116,64.93970603816506
2022-08-12,Electronic City,Hosur Road,18926,2.655427438155292,-1.354245861584517,69.03555061589127,0.0626924902430537,-1.105933382919711,87.852,-0.6621354116521969,-0.2040964591714473,-1.0030634204750384,-0.3133166925915279,No,0,8,4,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,9.84834475303892,0,True,False,False,False,False,0,5,-0.5249732131854635,10.049706862037104,77.31514431718034
2022-08-19,Electronic City,Hosur Road,12900,0.4508515197225177,-1.3188877508786785,50.01552821280006,-1.4025272735518262,-1.105933382919711,75.8,0.9585924539864724,0.2744081183509587,0.2859087283565142,2.647793883418742,No,0,8,4,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,9.465060106725137,0,True,False,False,False,False,0,5,-0.5249732131854635,9.90862433664128,58.8340528836554
2022-08-20,Electronic City,Hosur Road,5679,-0.6385325166987866,-0.4859554953959612,14.376966949100796,-3.8760914399770217,-0.4016919014281884,61.358,1.0166475446602032,-1.1772399315290838,-1.1270715538177891,2.2674677543899,Yes,1,8,5,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,1,8.644706511715198,0,False,False,True,False,False,0,5,0.3187607136176484,10.01851122910491,81.14682577648934
2022-09-03,Electronic City,Hosur Road,17442,0.9418448639253626,-1.917973147512688,63.252385404248415,-0.3672165397660136,-0.4016919014281884,84.884,-1.2173742332544242,0.8950496757615485,0.2244802338680401,-0.4763136050324602,No,0,9,5,-1.0,-1.8369701987210294e-16,-0.9749279121818236,-0.2225209339563146,1,9.766693701018134,0,True,False,False,False,False,0,5,-0.5249732131854635,8.681011276645632,14.002649616657074
